Chandulalbaradari,Chandulalbaradari
Charminar,Charminar
CHARMINAR,CHARMINAR
Charminar/FMBS,Charminar/FMBS
Chasma,Chasma
Cheededu,Cheededu
Chengicherla,Chengicherla
CHERLAPALLY,CHERLAPALLY
"CHIKKAD
  PALLY",CHIKKAD PALLY
CHIKKADPALLY,CHIKKADPALLY
Chikkadpally,Chikkadpally
"CHIKLA
  NGR",CHIKLA NGR
CHILAKANAGAR,CHILAKANAGAR
Chilkalguda,Chilkalguda
CHILKUR,CHILKUR
"china
  kanjarla",china kanjarla
Chinaravulapally,Chinaravulapally
CHINNAMANGALARA,CHINNAMANGALARA
Chintal,Chintal
Chintalmet,Chintalmet
Chintapatla,Chintapatla
Chintulla,Chintulla
CHIPPALAPALLY,CHIPPALAPALLY
Chittapur,Chittapur
CHOTUPPAL,CHOTUPPAL
Church Cly,Church Cly
"CLK
  X RDS",CLK X RDS
CMC,CMC
CRMR,CRMR
CRPF,CRPF
Cyber Tower,Cyber Tower
Cyber Towers,Cyber Towers
D.BOWLI,D.BOWLI
D.S.N.R,D.S.N.R
DABEERPURA,DABEERPURA
DABILPUR,DABILPUR
"Dabilpur
  Station",Dabilpur Station
Dabilpura,Dabilpura
Dabilpura X Road,Dabilpura X Road
Dacharam,Dacharam
DAMMAIGUDA,DAMMAIGUDA
DANDUMAILARAM,DANDUMAILARAM
Dandumailaram,Dandumailaram
Darga,Darga
Darugula,Darugula
Darulsalam,Darulsalam
DARULSHAFA,DARULSHAFA
DARUSHAFA,DARUSHAFA
DASRLAPALLY,DASRLAPALLY
DATHPALLY,DATHPALLY
Datpally,Datpally
DATPALLY/MALL,DATPALLY/MALL
DEBBADAGUDA,DEBBADAGUDA
DESHMUKHI,DESHMUKHI
DEVARAYAMZAL,DEVARAYAMZAL
DHARMARAM,DHARMARAM
DILAWARSHAH,DILAWARSHAH
DILSHUKNAGAR,DILSHUKNAGAR
Dilshuknagar,Dilshuknagar
Dilsukhnagar,Dilsukhnagar
DILSUKHNAGAR,DILSUKHNAGAR
DILSUKHNAGR,DILSUKHNAGR
Dilsuknagar,Dilsuknagar
Dislshuknagar,Dislshuknagar
DMC,DMC
Doulatabad,Doulatabad
Doulatabad/,Doulatabad/
Doulthabad,Doulthabad
DSNR,DSNR
DSNR W.COLLEGE,DSNR W.COLLEGE
Dulapally,Dulapally
Dundigal,Dundigal
"Dundigal X
  Roads",Dundigal X Roads
Dundigal X Roads,Dundigal X Roads
Durga Estate,Durga Estate
E C I L,E C I L
E PET,E PET
E S I,E S I
E.Anandbag,E.Anandbag
E.Anandbagh,E.Anandbagh
E.Gadda,E.Gadda
E.M.PALLY,E.M.PALLY
E.S.I,E.S.I
ECIL,ECIL
ECIL X RD,ECIL X RD
ECIL X RDS,ECIL X RDS
ECIL X RDS.,ECIL X RDS.
ECIL X ROAD,ECIL X ROAD
ECIL X ROADS,ECIL X ROADS
ECIL'X'RD,ECIL'X'RD
ECIL'X'ROAD,ECIL'X'ROAD
Edulabad,Edulabad
EDULABAD,EDULABAD
ELGAPALLY TANDA,ELGAPALLY TANDA
Engine Bowli,Engine Bowli
ENKIRYAL,ENKIRYAL
ERR.CLY,ERR.CLY
Erragadda,Erragadda
ERRAGADDA,ERRAGADDA
Erramanzil,Erramanzil
ERRAMANZIL,ERRAMANZIL
ERRAMANZIL CLY,ERRAMANZIL CLY
ESI,ESI
F C I COLONY,F C I COLONY
FAKEERGUDA,FAKEERGUDA
FALAKNUMA,FALAKNUMA
Fateh Darwaza,Fateh Darwaza
Fatehnagar,Fatehnagar
"Feaver
  Hospital",Feaver Hospital
Ferozguda,Ferozguda
FILM NAGAR,FILM NAGAR
FILMNAGAR,FILMNAGAR
FM,FM
FM Bus Stn.,FM Bus Stn.
FMBS,FMBS
"G.
  Bhavan",G. Bhavan
G.BHAVAN,G.BHAVAN
G.GUDEM,G.GUDEM
G.HILLS,G.HILLS
G.Pally,G.Pally
G.PURI,G.PURI
G.TEMPLE,G.TEMPLE
Gachibowli,Gachibowli
GACHIBOWLI,GACHIBOWLI
Gaddamallaiguda,Gaddamallaiguda
Gaganpahad,Gaganpahad
Gagillapur,Gagillapur
Gajularamaram,Gajularamaram
"Gandhi
  Bhavan",Gandhi Bhavan
Gandhibhavan,Gandhibhavan
GandhiBhavan,GandhiBhavan
Gandhinagar,Gandhinagar
GANDICHERU,GANDICHERU
Gandimaisamma,Gandimaisamma
Gandimysamma,Gandimysamma
GANGAPUTRA CLY,GANGAPUTRA CLY
Gangaram,Gangaram
GATKESWAR,GATKESWAR
GATUPPAL,GATUPPAL
GAYATRI HILLS,GAYATRI HILLS
GAYATRI NAGAR,GAYATRI NAGAR
GAYTHRIHILLS,GAYTHRIHILLS
Ghanapur,Ghanapur
Ghanpur,Ghanpur
Ghatkesar,Ghatkesar
GHATKESAR,GHATKESAR
GHATKESR.ENKIRYAL,GHATKESR.ENKIRYAL
GHOUSE NAGAR,GHOUSE NAGAR
Girinagar,Girinagar
Girmapur,Girmapur
GOLKONDA,GOLKONDA
Gollapally,Gollapally
GOLNAKA,GOLNAKA
Gomaram,Gomaram
GOPALAPURAM,GOPALAPURAM
GOPULARAM,GOPULARAM
Goushala,Goushala
GOWDAVELLI,GOWDAVELLI
GOWRELLY,GOWRELLY
GP COLONY,GP COLONY
GPRA QUARTERS,GPRA QUARTERS
GREENFIELDS,GREENFIELDS
GSI,GSI
Gudur,Gudur
GUDURU VILLAGE,GUDURU VILLAGE
Gumadidala,Gumadidala
GUMMADIDALA,GUMMADIDALA
Gummadidala,Gummadidala
"Gundla
  Pochampally",Gundla Pochampally
Gungal,Gungal
Gurramaguda,Gurramaguda
H.B.Colony,H.B.Colony
H.NAGAR,H.NAGAR
"H.Nagar
  xrds",H.Nagar xrds
H.Sagar,H.Sagar
H.Tec,H.Tec
H.Tech,H.Tech
H.TECH,H.TECH
HABEEB NAGAR,HABEEB NAGAR
HABSIGUDA,HABSIGUDA
Habsiguda,Habsiguda
HAFEEZ BABA NGR,HAFEEZ BABA NGR
Hafeezpet,Hafeezpet
HAFEEZPET,HAFEEZPET
HAJIPUR,HAJIPUR
HAKEEMPET,HAKEEMPET
HAKEEMPET KUNTA,HAKEEMPET KUNTA
HAKIMPET,HAKIMPET
Hakimpet,Hakimpet
HARSHAGUDA,HARSHAGUDA
Hasannagar,Hasannagar
Hasmathpet,Hasmathpet
HASMATHPET,HASMATHPET
Hatnura,Hatnura
HAYATHNAGAR,HAYATHNAGAR
Hayatnagar,Hayatnagar
HAYATNAGAR,HAYATNAGAR
HB CLY,HB CLY
HB COLY,HB COLY
HB.Col,HB.Col
HBC,HBC
HBCol,HBCol
HCL,HCL
HCL COLY,HCL COLY
HCU,HCU
HCU CAMPUS,HCU CAMPUS
HEMA NAGAR,HEMA NAGAR
HEMANAGAR,HEMANAGAR
"Hi-Tech
  city",Hi-Tech city
HIGH COURT CLY,HIGH COURT CLY
Himayathnagar,Himayathnagar
Himayatnagar,Himayatnagar
HIMAYATNAGAR,HIMAYATNAGAR
Himayatngar,Himayatngar
Himayatsagar,Himayatsagar
Hitech,Hitech
HITECH CITY,HITECH CITY
Hitech City,Hitech City
HMT Colony,HMT Colony
HMT COLONY,HMT COLONY
HMT Hills,HMT Hills
HPT,HPT
"Huda
  cly",Huda cly
Hyderguda,Hyderguda
Hydershakote,Hydershakote
HYT,HYT
"HYT.
  LBNR DSNR",HYT. LBNR DSNR
I,I
I.PARK,I.PARK
I.S.Sadan,I.S.Sadan
I.S.SADAN,I.S.SADAN
"I.S.Sadan.Balapoor
  &quot;X&quot; Rds",I.S.Sadan.Balapoor &quot;X&quot; Rds
I.S.Sadan.L.B.Nagar,I.S.Sadan.L.B.Nagar
I.SADAN,I.SADAN
Ibhrahimpatnam,Ibhrahimpatnam
IBRAHIMPATNAM,IBRAHIMPATNAM
IBS,IBS
IDA,IDA
IDPL College,IDPL College
IDPL Colony,IDPL Colony
IMARATH,IMARATH
INBar,INBar
Indesam,Indesam
"INDIRA
  NAGAR",INDIRA NAGAR
"INDIRA
  PARK",INDIRA PARK
Indiranagar,Indiranagar
Indranagar,Indranagar
Indresam,Indresam
Inzapure,Inzapure
"Isnapur
  X Rd.",Isnapur X Rd.
IVY LEAGE,IVY LEAGE
J,J
J B S,J B S
J D M,J D M
J H,J H
J P DURGAH,J P DURGAH
J.C.Post,J.C.Post
J.GUTTA,J.GUTTA
J.H.Ch.Post,J.H.Ch.Post
J.JILLS,J.JILLS
J.P.CLY,J.P.CLY
J.P.Nagar,J.P.Nagar
J.PURI,J.PURI
J.WEST CITY,J.WEST CITY
JAGADGIRIGUTTA,JAGADGIRIGUTTA
Jagahtgirigutta,Jagahtgirigutta
JAGATGIRIGUTTA,JAGATGIRIGUTTA
Jagathgirigutaa,Jagathgirigutaa
Jagathgirigutta,Jagathgirigutta
JAIL,JAIL
Jainapally,Jainapally
JAIPUR COLONY,JAIPUR COLONY
JALPALLY,JALPALLY
JAMAL COLONY,JAMAL COLONY
JAMEOSMANIA,JAMEOSMANIA
Jamilapet,Jamilapet
JANAPRIYA,JANAPRIYA
JANAPRIYA APPTS,JANAPRIYA APPTS
Jangampet,Jangampet
JAPAL,JAPAL
Japal,Japal
JBS,JBS
JDM,JDM
JDM/BALANAGAR,JDM/BALANAGAR
JEEDIMETLA,JEEDIMETLA
Jeedimetla,Jeedimetla
Jeedimetla / BNR,Jeedimetla / BNR
JEEDIMETLA VILLAG,JEEDIMETLA VILLAG
JIAPALLY,JIAPALLY
Jinnaram,Jinnaram
JINNARAM,JINNARAM
JIYAGUDA,JIYAGUDA
JIYAPALLY,JIYAPALLY
JJ Col,JJ Col
JNTU,JNTU
JNTU`X',JNTU`X'
JODIMETLA,JODIMETLA
JP HILLS,JP HILLS
JUBILEE HILLS,JUBILEE HILLS
Jubli Hills,Jubli Hills
Jukal,Jukal
JULOOR,JULOOR
"Jumerath
  Bazar",Jumerath Bazar
K.GUDA,K.GUDA
K.Kalan,K.Kalan
K.KALAN,K.KALAN
"K.P.HB
  CLY",K.P.HB CLY
K.PALLY,K.PALLY
K.PUR,K.PUR
Kachiguda,Kachiguda
KACHIGUDA,KACHIGUDA
KACHIGUDA STN,KACHIGUDA STN
Kaitalapur,Kaitalapur
Kajaguda,Kajaguda
Kakatiynagar,Kakatiynagar
KALIMANDIR,KALIMANDIR
Kallakal,Kallakal
KALWAKOLE,KALWAKOLE
Kalyannagar,Kalyannagar
KALYANPURI,KALYANPURI
KAMAN,KAMAN
KANAKAMAMIDI,KANAKAMAMIDI
KANAPUR,KANAPUR
Kandada,Kandada
"Kandakur
  &quot;X&quot; Rds",Kandakur &quot;X&quot; Rds
Kandakur &quot;X&quot; Rds,Kandakur &quot;X&quot; Rds
KANDAKURU,KANDAKURU
Kandlakoya,Kandlakoya
KANDUKUR,KANDUKUR
"Kandukur
  x Rds.",Kandukur x Rds.
Kanukunta,Kanukunta
"KAPOL
  X ROADS",KAPOL X ROADS
KAPPAD,KAPPAD
KAPRA,KAPRA
Karanamguda,Karanamguda
Kardanur,Kardanur
KARKHANA,KARKHANA
Karmanghat,Karmanghat
KARMIKANAGAR,KARMIKANAGAR
Karmiknagar,Karmiknagar
Karwan,Karwan
Katedan,Katedan
KATEDAN L BLOCK,KATEDAN L BLOCK
Katedhan,Katedhan
KAVVADIPALLY,KAVVADIPALLY
Kavvaguda,Kavvaguda
KAZIPALLY,KAZIPALLY
KCG,KCG
"KCG
  STN",KCG STN
Keesara,Keesara
KEESARA,KEESARA
KEESARAGUTTA,KEESARAGUTTA
Kesaram,Kesaram
KESARAM,KESARAM
KESAVARAM,KESAVARAM
Keshavagiri,Keshavagiri
KESHAVAGIRI,KESHAVAGIRI
KESHAVPUR,KESHAVPUR
KETHIREDDY PALLY,KETHIREDDY PALLY
KH TEMPLE,KH TEMPLE
Khagajghat,Khagajghat
Khagazghat,Khagazghat
Khairathabad,Khairathabad
Khairtabad,Khairtabad
KHAIRTABAD,KHAIRTABAD
KHANAPUR,KHANAPUR
Kharkana,Kharkana
Kharmanghat,Kharmanghat
KHARMANGHAT,KHARMANGHAT
KILWAT,KILWAT
Kilwath,Kilwath
Kismatpura,Kismatpura
Kistaipally,Kistaipally
Kistapur,Kistapur
KKNGR,KKNGR
KLR NAGAR,KLR NAGAR
Kodakanchi,Kodakanchi
KOHEDA,KOHEDA
Koheda,Koheda
KOHEDA VILL.,KOHEDA VILL.
Kolanguda,Kolanguda
Kollapadakal,Kollapadakal
Kollur,Kollur
KOLLUR,KOLLUR
KOLTHUR,KOLTHUR
Kompally,Kompally
Kondakal,Kondakal
KONDAMADUGU,KONDAMADUGU
KONDAPUR,KONDAPUR
Kongarakalan,Kongarakalan
KONGARAKALAN,KONGARAKALAN
Korremula,Korremula
KORREMULA,KORREMULA
"Kothaguda
  x Rds.",Kothaguda x Rds.
KOTHAGUDEM,KOTHAGUDEM
KOTHAPALLI,KOTHAPALLI
Kothapally,Kothapally
KOTHAPET,KOTHAPET
Kothapet,Kothapet
KOTHAPETA DSNR,KOTHAPETA DSNR
Kothur,Kothur
Kothwalguda,Kothwalguda
KOTI,KOTI
Koti,Koti
koti,koti
"Koti
  &amp; Dilsukhnagar",Koti &amp; Dilsukhnagar
"KOTI
  HSPTL",KOTI HSPTL
KOTI (Via.ASIF),KOTI (Via.ASIF)
Koti / MGBS,Koti / MGBS
KOTI(via.V COLY),KOTI(via.V COLY)
Koti.,Koti.
KOTI/ESI,KOTI/ESI
KOTTAPETA,KOTTAPETA
KOWKUR,KOWKUR
KP,KP
KPHB,KPHB
KPHB CLY,KPHB CLY
KPHB Colony,KPHB Colony
KPHB COLONY,KPHB COLONY
KPHB COLY,KPHB COLY
KPHB IV PHASE,KPHB IV PHASE
KPHB IV PHS,KPHB IV PHS
KPHB MIG,KPHB MIG
Kudaspally,Kudaspally
KUDASPALLY,KUDASPALLY
Kukatpally,Kukatpally
KUKATPALLY,KUKATPALLY
KUKATPALLY/JNTU,KUKATPALLY/JNTU
KUNTLOOR,KUNTLOOR
KURMALAGUDA,KURMALAGUDA
KUSHAIGUDA,KUSHAIGUDA
KUSHIGUDA,KUSHIGUDA
KZ.PLY/MALM.PET,KZ.PLY/MALM.PET
"L
  HOUSE",L HOUSE
L B NAGAR,L B NAGAR
L HOUSE,L HOUSE
L POOL,L POOL
L.B.NAGAR,L.B.NAGAR
L.B.Nagar,L.B.Nagar
L.B.Nagar x Rd,L.B.Nagar x Rd
L.B.NGR,L.B.NGR
L.BAZAR,L.BAZAR
L.house,L.house
L.House,L.House
L.HOUSE,L.HOUSE
L.K.Pool,L.K.Pool
L.KUNTA,L.KUNTA
L.N.COLONY,L.N.COLONY
L.Pally,L.Pally
L.PALLY,L.PALLY
L.Poo,L.Poo
L.POOL,L.POOL
L.Pool,L.Pool
L.pool,L.pool
L.Tanda,L.Tanda
L.V.Prasad,L.V.Prasad
L/POOL,L/POOL
LAB'S QRTS,LAB'S QRTS
LAEMURU VILLAGE,LAEMURU VILLAGE
LAKDIKAPOOL,LAKDIKAPOOL
Lakdikapool,Lakdikapool
"Lakdikapool
  &amp; Abids",Lakdikapool &amp; Abids
Lakdikapool &amp; Abids,Lakdikapool &amp; Abids
LAL BAZAR,LAL BAZAR
Lalapet,Lalapet
LALAPET,LALAPET
LALBAZAR,LALBAZAR
Lalbazar,Lalbazar
"Laldarwaza
  Mode",Laldarwaza Mode
Lalitanagar,Lalitanagar
LALITHA BAGH,LALITHA BAGH
"Langer
  House",Langer House
LAXMAPUR,LAXMAPUR
Laxmapur,Laxmapur
Laxmiguda,Laxmiguda
Laxmitanda,Laxmitanda
LB NAGAR,LB NAGAR
LB.Nagar,LB.Nagar
LBNR,LBNR
LBNR DSNR,LBNR DSNR
LBNR X RD,LBNR X RD
"LBNR X RD.
  NAGOLE",LBNR X RD. NAGOLE
Lemur,Lemur
Lemuru,Lemuru
LIBERTY,LIBERTY
Liberty,Liberty
LINGAMPALLY,LINGAMPALLY
Lingampally,Lingampally
LINGAPUR,LINGAPUR
Loyapally,Loyapally
LP gudem,LP gudem
Lungarhouse,Lungarhouse
"M
  TANK",M TANK
M G B S,M G B S
M TANK,M TANK
M.DARWAJA,M.DARWAJA
M.G.B.S,M.G.B.S
M.GIRI,M.GIRI
M.Giri,M.Giri
M.giri,M.giri
M.M.KUNTA,M.M.KUNTA
M.M.T.S(HITECH),M.M.T.S(HITECH)
M.MARKET,M.MARKET
M.Market,M.Market
M.Market &amp; Afzalganj,M.Market &amp; Afzalganj
M.Market &amp; Afzalganj.,M.Market &amp; Afzalganj.
M.NAGAR,M.NAGAR
M.P,M.P
M.P.xroads,M.P.xroads
M.P/T.PARTHY,M.P/T.PARTHY
M.PATNAM,M.PATNAM
M.PUR,M.PUR
"M.R.O
  office",M.R.O office
M.R.O.OFFICE,M.R.O.OFFICE
M.TANK,M.TANK
MADAPUR,MADAPUR
Madapur,Madapur
Madaram,Madaram
Madhapur,Madhapur
"Madhubal
  cly",Madhubal cly
Madhubancolony,Madhubancolony
Madina,Madina
Maheahwaram,Maheahwaram
Maheshwaram,Maheshwaram
MAHESWARAM,MAHESWARAM
Majeedpur,Majeedpur
MAJEEDPUR,MAJEEDPUR
Makta,Makta
Maktha,Maktha
MALAGUDA,MALAGUDA
malakpet,malakpet
Malakpet,Malakpet
"Malasia
  Township",Malasia Township
Malkajgiri,Malkajgiri
Malkapur,Malkapur
MALKARAM,MALKARAM
Mall,Mall
Mallampet,Mallampet
MALLAPALLY,MALLAPALLY
Mallapur,Mallapur
MALLAPUR,MALLAPUR
Mallepally,Mallepally
MAMIDIPALLY,MAMIDIPALLY
Manachal,Manachal
Manchal,Manchal
Mangalpally,Mangalpally
MANIKCHAND,MANIKCHAND
Manikyammaguda,Manikyammaguda
MANNYAGUDA,MANNYAGUDA
Mansanpally,Mansanpally
Mansoorabad,Mansoorabad
Manyaguda,Manyaguda
Marriguda,Marriguda
MARRIPALLY,MARRIPALLY
MARUTHI NAGAR,MARUTHI NAGAR
Maruthinagar,Maruthinagar
Masab Tank,Masab Tank
Masabtank,Masabtank
MASABTANK,MASABTANK
Maszid,Maszid
MB DARGA,MB DARGA
MC PALLY,MC PALLY
MDCL,MDCL
MDLINES,MDLINES
Medchal,Medchal
MEDICITI,MEDICITI
Medipally,Medipally
Meerkhanpet,Meerkhanpet
MEERKHANPET,MEERKHANPET
Meerpet,Meerpet
MEHADIPATNAM,MEHADIPATNAM
MEHDHIPATNAM,MEHDHIPATNAM
Mehdipatnam,Mehdipatnam
MEHDIPATNAM,MEHDIPATNAM
MEHIDIPATNAM,MEHIDIPATNAM
Mekaguda,Mekaguda
METTUGUDA,METTUGUDA
Mettuguda,Mettuguda
MG NAGAR,MG NAGAR
MGBS,MGBS
MGBS/W.COLL,MGBS/W.COLL
"Mind
  Space",Mind Space
Mindspace,Mindspace
Ministerroad,Ministerroad
"Misri
  gunj",Misri gunj
MIYAPUR,MIYAPUR
Miyapur,Miyapur
MLA CLY,MLA CLY
Moinabad,Moinabad
MOKILA,MOKILA
Mondigowrelly,Mondigowrelly
MOOSAPET,MOOSAPET
Moosapet,Moosapet
MOOSARAMBAGH,MOOSARAMBAGH
Moospaet,Moospaet
Moospet,Moospet
MOTHIDARWAJA,MOTHIDARWAJA
MOTHUKPALLY,MOTHUKPALLY
MOULALI,MOULALI
Moulali,Moulali
MP,MP
"MP
  depot",MP depot
MP X RD,MP X RD
MP X Roads,MP X Roads
MSRD,MSRD
MT Bund,MT Bund
Muchintal,Muchintal
MUDFORD,MUDFORD
MUDFORT,MUDFORT
Mudvin,Mudvin
Muknur,Muknur
Muthangi,Muthangi
MY.VANAM,MY.VANAM
MYP,MYP
MYP `X'RDS,MYP `X'RDS
MYP`X' Rds.,MYP`X' Rds.
Mysamma,Mysamma
MYSIREDDYPALLI,MYSIREDDYPALLI
N.Guda,N.Guda
N.M.NGR,N.M.NGR
"N.Met x
  Rds",N.Met x Rds
N.MET'X',N.MET'X'
N.MetxRds,N.MetxRds
N.Nagar,N.Nagar
N.PALLY,N.PALLY
N.R.METXR,N.R.METXR
NAARM,NAARM
Nacharam,Nacharam
NACHARAM,NACHARAM
NACHARAN,NACHARAN
